U0	U1	1.0
U0	U2	1.0
U0	U3	1.0
U0	U4	1.0
U1	U388	1.0
U1	U389	1.0
U1	U390	1.0
U1	U391	1.0
U5	U6	1.0
U5	U7	1.0
U5	U8	1.0
U5	U130	1.0
U6	U9	1.0
U6	U13	1.0
U8	U9	1.0
U9	U10	1.0
U9	U11	1.0
U9	U12	1.0
U10	U342	1.0
U12	U708	1.0
U13	U14	1.0
U13	U15	1.0
U16	U17	1.0
U16	U18	1.0
U16	U19	1.0
U16	U20	1.0
U16	U21	1.0
U16	U22	1.0
U17	U23	1.0
U17	U840	1.0
U17	U915	1.0
U17	U916	1.0
U17	U917	1.0
U17	U918	1.0
U17	U919	1.0
U17	U920	1.0
U17	U921	1.0
U20	U87	1.0
U22	U23	1.0
U23	U24	1.0
U23	U53	1.0
U25	U26	1.0
U25	U27	1.0
U25	U28	1.0
U25	U29	1.0
U25	U30	1.0
U25	U31	1.0
U25	U32	1.0
U26	U996	1.0
U31	U666	1.0
U32	U329	1.0
U33	U34	1.0
U33	U35	1.0
U33	U36	1.0
U33	U37	1.0
U33	U38	1.0
U33	U39	1.0
U33	U40	1.0
U35	U813	1.0
U41	U42	1.0
U41	U43	1.0
U41	U44	1.0
U41	U45	1.0
U41	U46	1.0
U41	U47	1.0
U41	U48	1.0
U41	U770	1.0
U42	U83	1.0
U42	U119	1.0
U47	U62	1.0
U47	U69	1.0
U47	U73	1.0
U47	U83	1.0
U47	U113	1.0
U47	U267	1.0
U47	U268	1.0
U48	U1085	1.0
U49	U50	1.0
U49	U51	1.0
U49	U52	1.0
U50	U67	1.0
U52	U62	1.0
U52	U67	1.0
U52	U69	1.0
U52	U186	1.0
U52	U753	1.0
U53	U54	1.0
U53	U55	1.0
U53	U56	1.0
U53	U57	1.0
U58	U59	1.0
U58	U60	1.0
U58	U61	1.0
U59	U94	1.0
U59	U1017	1.0
U59	U1018	1.0
U59	U1019	1.0
U59	U1020	1.0
U62	U63	1.0
U62	U64	1.0
U62	U65	1.0
U62	U66	1.0
U62	U175	1.0
U64	U267	1.0
U64	U268	1.0
U65	U93	1.0
U65	U186	1.0
U65	U840	1.0
U66	U311	1.0
U66	U987	1.0
U67	U68	1.0
U69	U70	1.0
U69	U71	1.0
U69	U72	1.0
U70	U479	1.0
U70	U753	1.0
U72	U83	1.0
U73	U74	1.0
U73	U75	1.0
U73	U76	1.0
U73	U77	1.0
U73	U78	1.0
U73	U79	1.0
U73	U80	1.0
U73	U81	1.0
U73	U82	1.0
U73	U392	1.0
U74	U153	1.0
U74	U194	1.0
U74	U380	1.0
U74	U381	1.0
U74	U382	1.0
U82	U962	1.0
U83	U84	1.0
U83	U85	1.0
U83	U86	1.0
U84	U543	1.0
U85	U113	1.0
U87	U88	1.0
U87	U89	1.0
U87	U90	1.0
U87	U91	1.0
U87	U92	1.0
U92	U250	1.0
U93	U94	1.0
U93	U95	1.0
U93	U96	1.0
U93	U97	1.0
U93	U98	1.0
U94	U631	1.0
U94	U635	1.0
U94	U636	1.0
U99	U100	1.0
U99	U101	1.0
U99	U102	1.0
U99	U103	1.0
U99	U104	1.0
U103	U1079	1.0
U105	U106	1.0
U105	U107	1.0
U105	U108	1.0
U105	U109	1.0
U105	U110	1.0
U105	U111	1.0
U105	U112	1.0
U112	U174	1.0
U113	U114	1.0
U113	U115	1.0
U113	U116	1.0
U117	U118	1.0
U117	U119	1.0
U117	U120	1.0
U117	U121	1.0
U117	U122	1.0
U117	U123	1.0
U118	U235	1.0
U118	U236	1.0
U118	U237	1.0
U118	U238	1.0
U119	U156	1.0
U119	U870	1.0
U119	U871	1.0
U122	U675	1.0
U124	U125	1.0
U124	U126	1.0
U124	U127	1.0
U124	U128	1.0
U124	U129	1.0
U124	U622	1.0
U125	U401	1.0
U125	U404	1.0
U125	U463	1.0
U125	U556	1.0
U126	U401	1.0
U126	U463	1.0
U127	U565	1.0
U128	U404	1.0
U129	U401	1.0
U129	U404	1.0
U129	U599	1.0
U129	U603	1.0
U130	U131	1.0
U130	U132	1.0
U130	U133	1.0
U130	U134	1.0
U130	U135	1.0
U132	U962	1.0
U132	U1021	1.0
U136	U137	1.0
U136	U138	1.0
U136	U139	1.0
U136	U140	1.0
U136	U141	1.0
U137	U530	1.0
U142	U143	1.0
U142	U144	1.0
U142	U145	1.0
U142	U146	1.0
U142	U147	1.0
U143	U308	1.0
U147	U308	1.0
U148	U149	1.0
U148	U150	1.0
U148	U151	1.0
U148	U276	1.0
U152	U153	1.0
U152	U154	1.0
U152	U155	1.0
U152	U156	1.0
U152	U157	1.0
U154	U165	1.0
U156	U165	1.0
U156	U952	1.0
U157	U165	1.0
U158	U159	1.0
U158	U160	1.0
U158	U161	1.0
U158	U162	1.0
U158	U163	1.0
U158	U164	1.0
U159	U304	1.0
U163	U962	1.0
U165	U166	1.0
U165	U167	1.0
U165	U168	1.0
U165	U301	1.0
U167	U282	1.0
U167	U283	1.0
U167	U284	1.0
U167	U285	1.0
U167	U286	1.0
U167	U287	1.0
U169	U170	1.0
U169	U171	1.0
U169	U172	1.0
U169	U173	1.0
U173	U255	1.0
U173	U987	1.0
U174	U175	1.0
U174	U176	1.0
U174	U177	1.0
U174	U178	1.0
U174	U179	1.0
U174	U180	1.0
U174	U370	1.0
U175	U230	1.0
U175	U351	1.0
U175	U638	1.0
U175	U695	1.0
U175	U696	1.0
U175	U697	1.0
U175	U698	1.0
U175	U699	1.0
U175	U700	1.0
U177	U224	1.0
U181	U182	1.0
U181	U183	1.0
U181	U184	1.0
U181	U185	1.0
U181	U834	1.0
U185	U938	1.0
U186	U187	1.0
U186	U188	1.0
U188	U275	1.0
U189	U190	1.0
U189	U191	1.0
U189	U192	1.0
U189	U193	1.0
U189	U194	1.0
U192	U811	1.0
U192	U817	1.0
U195	U196	1.0
U195	U197	1.0
U195	U198	1.0
U195	U199	1.0
U195	U200	1.0
U195	U201	1.0
U195	U933	1.0
U196	U410	1.0
U196	U422	1.0
U197	U422	1.0
U198	U263	1.0
U198	U422	1.0
U199	U422	1.0
U199	U624	1.0
U200	U410	1.0
U200	U422	1.0
U201	U422	1.0
U202	U203	1.0
U202	U204	1.0
U202	U205	1.0
U202	U206	1.0
U202	U207	1.0
U202	U208	1.0
U202	U209	1.0
U205	U348	1.0
U205	U447	1.0
U205	U1076	1.0
U210	U211	1.0
U210	U212	1.0
U210	U213	1.0
U210	U311	1.0
U214	U215	1.0
U214	U216	1.0
U214	U217	1.0
U214	U573	1.0
U218	U219	1.0
U218	U220	1.0
U218	U221	1.0
U218	U222	1.0
U218	U892	1.0
U218	U897	1.0
U218	U900	1.0
U219	U273	1.0
U219	U509	1.0
U219	U701	1.0
U219	U702	1.0
