U0	U1	1.0
U0	U15	1.0
U0	U24	1.0
U0	U31	1.0
U0	U52	1.0
U0	U53	1.0
U0	U67	1.0
U0	U68	1.0
U0	U70	1.0
U0	U72	1.0
U0	U82	1.0
U0	U83	1.0
U0	U94	1.0
U0	U96	1.0
U0	U101	1.0
U0	U110	1.0
U0	U128	1.0
U0	U138	1.0
U0	U145	1.0
U0	U147	1.0
U0	U156	1.0
U0	U157	1.0
U0	U158	1.0
U0	U166	1.0
U0	U171	1.0
U0	U181	1.0
U0	U190	1.0
U0	U195	1.0
U0	U201	1.0
U0	U209	1.0
U0	U220	1.0
U0	U221	1.0
U0	U230	1.0
U0	U232	1.0
U0	U236	1.0
U0	U241	1.0
U0	U243	1.0
U0	U246	1.0
U0	U247	1.0
U0	U248	1.0
U0	U250	1.0
U0	U251	1.0
U0	U252	1.0
U0	U254	1.0
U0	U255	1.0
U0	U257	1.0
U0	U258	1.0
U0	U262	1.0
U0	U270	1.0
U0	U284	1.0
U0	U289	1.0
U0	U298	1.0
U1	U31	1.0
U1	U34	1.0
U1	U36	1.0
U1	U37	1.0
U1	U38	1.0
U1	U39	1.0
U1	U91	1.0
U1	U110	1.0
U1	U190	1.0
U1	U259	1.0
U1	U260	1.0
U1	U291	1.0
U2	U252	1.0
U2	U284	1.0
U3	U92	1.0
U3	U206	1.0
U3	U259	1.0
U4	U190	1.0
U4	U268	1.0
U5	U236	1.0
U5	U244	1.0
U6	U163	1.0
U6	U210	1.0
U6	U259	1.0
U7	U139	1.0
U7	U205	1.0
U7	U259	1.0
U8	U104	1.0
U8	U165	1.0
U8	U259	1.0
U9	U117	1.0
U9	U151	1.0
U9	U255	1.0
U9	U259	1.0
U10	U81	1.0
U10	U189	1.0
U10	U259	1.0
U11	U145	1.0
U11	U193	1.0
U11	U259	1.0
U12	U134	1.0
U12	U196	1.0
U12	U259	1.0
U13	U130	1.0
U13	U266	1.0
U14	U175	1.0
U14	U207	1.0
U14	U259	1.0
U15	U153	1.0
U16	U44	1.0
U16	U255	1.0
U17	U88	1.0
U17	U102	1.0
